rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId
18,1,1,1,18,4,8,9,1,2,1,4,0,0,0,0,0,0
19,1,1,1,19,1,8,10,0,2,1,1,1,3,2,4,0,0
19,1,1,1,19,2,10,8,0,1,2,2,1,3,2,7,10,0
19,1,1,1,19,3,8,10,0,2,1,4,1,1,1,9,1,0
19,1,1,1,19,4,10,8,0,1,2,4,2,2,1,7,13,0
19,1,1,1,19,5,8,10,0,2,1,4,0,0,0,0,0,0
20,1,1,2,1,1,1,0,1,2,1,1,0,0,0,0,0,0
21,1,1,2,2,1,1,0,1,2,1,1,1,1,5,9,0,0
21,1,1,2,2,2,0,1,1,1,2,2,2,3,2,7,10,0
21,1,1,2,2,3,1,0,1,2,1,4,1,1,1,9,1,0
21,1,1,2,2,4,0,1,1,1,2,4,2,0,0,0,13,0
22,1,1,2,3,1,0,2,0,1,2,1,1,3,4,4,0,0
22,1,1,2,3,2,2,0,0,2,1,2,2,1,1,9,4,0
22,1,1,2,3,3,0,2,0,1,2,4,2,0,0,0,6,0
23,1,1,2,4,1,0,3,0,1,2,1,1,3,4,4,0,0
23,1,1,2,4,2,3,0,0,2,1,2,2,1,1,9,4,0
23,1,1,2,4,3,0,3,0,1,2,4,2,0,0,0,6,0
24,1,1,2,5,1,4,0,1,2,1,1,1,3,5,5,0,0
24,1,1,2,5,2,0,4,1,1,2,2,2,0,0,0,4,0
25,1,1,2,6,1,5,0,1,2,1,1,1,1,5,9,0,0
25,1,1,2,6,2,0,5,1,1,2,2,2,3,2,7,10,0
25,1,1,2,6,3,5,0,1,2,1,4,1,1,1,8,1,0
25,1,1,2,6,4,0,5,1,1,2,4,1,3,1,0,13,0
26,1,1,2,7,1,0,6,1,1,2,1,1,3,5,4,0,0
26,1,1,2,7,2,6,0,1,2,1,2,2,1,1,9,4,0
26,1,1,2,7,3,0,6,1,1,2,4,2,2,1,7,6,0
26,1,1,2,7,4,6,0,1,2,1,4,1,1,1,0,2,0
27,1,1,2,8,1,1,6,0,1,2,1,1,3,5,4,0,0
27,1,1,2,8,2,6,1,0,2,1,2,1,3,2,9,10,0
27,1,1,2,8,3,1,6,0,1,2,4,2,1,1,7,1,0
27,1,1,2,8,4,6,1,0,2,1,4,1,1,1,9,2,0
27,1,1,2,8,5,1,6,0,1,2,4,2,0,0,0,13,0
28,1,1,2,9,1,7,1,1,2,1,1,1,3,5,8,0,0
28,1,1,2,9,2,1,7,1,1,2,2,1,1,1,9,1,0
28,1,1,2,9,3,7,1,1,2,1,4,2,1,1,7,6,0
28,1,1,2,9,4,1,7,1,1,2,4,1,0,0,0,0,0
29,1,1,2,10,1,8,1,1,2,1,1,1,3,5,5,0,0
29,1,1,2,10,2,1,8,1,1,2,2,2,3,2,8,10,0
29,1,1,2,10,3,8,1,1,2,1,4,1,1,1,9,1,0
29,1,1,2,10,4,1,8,1,1,2,4,2,3,1,7,13,0
29,1,1,2,10,5,8,1,1,2,1,4,1,1,1,9,1,0
29,1,1,2,10,6,1,8,1,1,2,4,2,3,1,7,13,0
29,1,1,2,10,7,8,1,1,2,1,4,1,1,1,7,1,0
29,1,1,2,10,8,1,8,1,1,2,4,2,0,0,0,0,0
30,1,1,2,11,1,1,9,0,1,2,1,1,3,5,5,0,0
30,1,1,2,11,2,9,1,0,2,1,2,2,3,2,6,11,0
30,1,1,2,11,3,1,9,0,1,2,4,1,0,0,0,7,0
31,1,1,2,12,1,1,10,1,1,2,1,1,1,4,7,0,0
31,1,1,2,12,2,10,1,1,2,1,2,1,0,0,0,0,0
32,1,1,2,13,1,10,2,1,2,1,1,1,3,5,4,0,0
32,1,1,2,13,2,2,10,1,1,2,2,1,3,2,9,10,0
32,1,1,2,13,3,10,2,1,2,1,4,2,1,1,4,1,0
32,1,1,2,13,4,2,10,1,1,2,4,1,0,0,0,0,0
33,1,1,3,1,1,0,0,0,1,2,1,1,3,4,4,0,0
33,1,1,3,1,2,0,0,0,2,1,2,2,1,1,9,4,0
33,1,1,3,1,3,0,0,0,1,2,4,2,1,1,7,6,0
33,1,1,3,1,4,0,0,0,2,1,4,1,1,1,9,5,0
33,1,1,3,1,5,0,0,0,1,2,4,2,1,1,7,6,0
33,1,1,3,1,6,0,0,0,2,1,4,1,1,1,9,2,0
33,1,1,3,1,7,0,0,0,1,2,4,2,0,0,0,0,0
34,1,1,3,2,1,0,1,1,1,2,1,1,3,5,5,0,0
34,1,1,3,2,2,1,0,1,2,1,2,2,0,0,0,4,0
35,1,1,3,3,1,1,1,0,2,1,1,1,3,5,4,0,0
35,1,1,3,3,2,1,1,0,1,2,2,1,3,2,4,10,0
35,1,1,3,3,3,1,1,0,2,1,4,1,1,1,9,1,0
35,1,1,3,3,4,1,1,0,1,2,4,2,2,1,9,13,0
35,1,1,3,3,5,1,1,0,2,1,4,2,0,0,0,0,0
36,1,1,3,4,1,1,2,0,2,1,1,1,3,5,4,0,0
36,1,1,3,4,2,2,1,0,1,2,2,1,3,2,8,10,0
36,1,1,3,4,3,1,2,0,2,1,4,1,0,0,0,0,0
37,1,1,3,5,1,3,1,0,1,2,1,1,3,5,6,0,0
37,1,1,3,5,2,1,3,0,2,1,2,2,1,1,9,4,0
37,1,1,3,5,3,3,1,0,1,2,4,2,1,1,7,5,0
37,1,1,3,5,4,1,3,0,2,1,4,1,1,1,7,2,0
37,1,1,3,5,5,3,1,0,1,2,4,1,0,0,0,0,0
38,1,1,3,6,1,3,2,1,1,2,1,1,3,4,6,0,0
38,1,1,3,6,2,2,3,1,2,1,2,2,1,1,7,4,0
38,1,1,3,6,3,3,2,1,1,2,4,1,1,1,9,5,0
38,1,1,3,6,4,2,3,1,2,1,4,1,1,1,7,2,0
38,1,1,3,6,5,3,2,1,1,2,4,1,1,1,7,2,0
38,1,1,3,6,6,2,3,1,2,1,4,0,0,0,0,0,0
39,1,1,3,7,1,2,4,0,2,1,1,1,3,5,5,0,0
39,1,1,3,7,2,4,2,0,1,2,2,2,3,2,5,10,0
39,1,1,3,7,3,2,4,0,2,1,4,1,1,1,9,1,0
39,1,1,3,7,4,4,2,0,1,2,4,2,3,1,7,13,0
39,1,1,3,7,5,2,4,0,2,1,4,1,1,1,8,1,0
39,1,1,3,7,6,4,2,0,1,2,4,1,1,1,8,2,0
39,1,1,3,7,7,2,4,0,2,1,4,1,0,0,0,0,0
40,1,1,3,8,1,2,5,0,2,1,1,1,1,4,7,0,0
40,1,1,3,8,2,5,2,0,1,2,2,1,1,1,9,1,0
40,1,1,3,8,3,2,5,0,2,1,4,2,0,0,0,0,0
41,1,1,3,9,1,6,2,0,1,2,1,1,3,5,4,0,0
41,1,1,3,9,2,2,6,0,2,1,2,1,3,2,5,11,0
41,1,1,3,9,3,6,2,0,1,2,4,1,3,2,8,10,0
41,1,1,3,9,4,2,6,0,2,1,4,1,1,1,9,1,0
41,1,1,3,9,5,6,2,0,1,2,4,2,3,1,8,13,0
41,1,1,3,9,6,2,6,0,2,1,4,1,1,1,8,1,0
41,1,1,3,9,7,6,2,0,1,2,4,1,0,0,0,0,0
42,1,1,3,10,1,6,3,1,1,2,1,1,3,5,5,0,0
42,1,1,3,10,2,3,6,1,2,1,2,2,3,2,5,10,0
42,1,1,3,10,3,6,3,1,1,2,4,1,1,1,9,1,0
42,1,1,3,10,4,3,6,1,2,1,4,2,3,1,9,13,0
42,1,1,3,10,5,6,3,1,1,2,4,2,3,1,8,13,0
42,1,1,3,10,6,3,6,1,2,1,4,1,0,0,0,0,0
43,1,1,3,11,1,3,7,0,2,1,1,1,3,5,7,0,0
43,1,1,3,11,2,7,3,0,1,2,2,1,1,1,9,1,0
43,1,1,3,11,3,3,7,0,2,1,4,2,0,0,0,0,0
44,1,1,3,12,1,3,8,0,2,1,1,1,3,2,4,0,0
44,1,1,3,12,2,8,3,0,1,2,2,1,3,2,4,11,0
44,1,1,3,12,3,3,8,0,2,1,4,1,0,0,0,7,0
45,1,1,3,13,1,9,3,1,1,2,1,1,3,4,4,0,0
45,1,1,3,13,2,3,9,1,2,1,2,2,0,0,0,4,0
46,1,1,3,14,1,10,3,0,1,2,1,1,3,5,4,0,0
46,1,1,3,14,2,3,10,0,2,1,2,1,1,1,9,1,0
46,1,1,3,14,3,10,3,0,1,2,4,2,3,1,7,13,0
46,1,1,3,14,4,3,10,0,2,1,4,1,1,1,9,1,0
46,1,1,3,14,5,10,3,0,1,2,4,2,3,1,7,13,0
46,1,1,3,14,6,3,10,0,2,1,4,1,1,1,7,1,0
46,1,1,3,14,7,10,3,0,1,2,4,1,1,1,9,2,0
46,1,1,3,14,8,3,10,0,2,1,4,2,1,1,7,2,0
46,1,1,3,14,9,10,3,0,1,2,4,1,1,1,8,2,0
46,1,1,3,14,10,3,10,0,2,1,4,1,1,1,7,2,0
46,1,1,3,14,11,10,3,0,1,2,4,0,0,0,0,0,0
47,1,1,3,15,1,4,10,0,2,1,1,1,3,2,4,0,0
47,1,1,3,15,2,10,4,0,1,2,2,1,3,2,8,10,0
47,1,1,3,15,3,4,10,0,2,1,4,1,0,0,0,1,0
48,1,1,4,1,1,0,0,1,2,1,1,1,1,5,9,0,0
48,1,1,4,1,2,0,0,1,1,2,2,2,1,1,8,1,0
48,1,1,4,1,3,0,0,1,2,1,4,1,1,1,9,2,0
48,1,1,4,1,4,0,0,1,1,2,4,2,3,1,8,13,0
48,1,1,4,1,5,0,0,1,2,1,4,1,1,1,9,1,0
48,1,1,4,1,6,0,0,1,1,2,4,2,0,0,0,0,0
49,1,2,1,1,1,0,0,1,3,2,1,1,3,3,1,0,0
49,1,2,1,1,2,0,0,1,2,3,2,2,2,1,7,10,0
49,1,2,1,1,3,0,0,1,3,2,4,2,1,1,7,1,0
49,1,2,1,1,4,0,0,1,2,3,4,1,1,1,0,1,0
50,1,2,1,2,1,1,0,1,3,2,1,1,2,4,5,0,0
50,1,2,1,2,2,0,1,1,2,3,2,2,1,1,0,1,0
51,1,2,1,3,1,0,2,1,2,3,1,1,2,5,1,0,0
51,1,2,1,3,2,2,0,1,3,2,2,1,3,2,9,10,0
51,1,2,1,3,3,0,2,1,2,3,4,2,1,1,7,1,0
51,1,2,1,3,4,2,0,1,3,2,4,1,1,1,0,2,0
52,1,2,1,4,1,1,2,1,2,3,1,1,2,4,1,0,0
52,1,2,1,4,2,2,1,1,3,2,2,1,3,2,7,10,0
52,1,2,1,4,3,1,2,1,2,3,4,1,1,1,9,1,0
52,1,2,1,4,4,2,1,1,3,2,4,2,2,3,0,13,0
53,1,2,1,5,1,2,2,0,3,2,1,1,1,1,8,0,0
53,1,2,1,5,2,2,2,0,2,3,2,1,1,1,9,1,0
53,1,2,1,5,3,2,2,0,3,2,4,2,2,3,0,13,0
54,1,2,1,6,1,2,3,1,3,2,1,1,2,2,2,0,0
54,1,2,1,6,2,3,2,1,2,3,2,2,3,2,2,11,0
54,1,2,1,6,3,2,3,1,3,2,4,1,3,2,5,10,0
54,1,2,1,6,4,3,2,1,2,3,4,2,3,1,7,1,0
54,1,2,1,6,5,2,3,1,3,2,4,1,1,1,9,2,0
54,1,2,1,6,6,3,2,1,2,3,4,2,2,3,0,13,0
55,1,2,1,7,1,3,3,1,2,3,1,1,2,4,1,0,0
55,1,2,1,7,2,3,3,1,3,2,2,2,3,1,0,4,0
56,1,2,1,8,1,4,3,1,2,3,1,1,1,2,9,0,0
56,1,2,1,8,2,3,4,1,3,2,2,2,3,1,0,1,0
57,1,2,1,9,1,3,5,1,3,2,1,1,2,5,1,0,0
57,1,2,1,9,2,5,3,1,2,3,2,2,1,1,9,4,0
57,1,2,1,9,3,3,5,1,3,2,4,2,1,1,8,6,0
57,1,2,1,9,4,5,3,1,2,3,4,2,1,1,0,6,0
58,1,2,1,10,1,4,5,0,3,2,1,1,2,4,2,0,0
58,1,2,1,10,2,5,4,0,2,3,2,2,1,1,8,4,0
58,1,2,1,10,3,4,5,0,3,2,4,2,3,3,9,13,0
58,1,2,1,10,4,5,4,0,2,3,4,2,1,1,9,6,0
58,1,2,1,10,5,4,5,0,3,2,4,2,1,1,0,6,0
59,1,2,1,11,1,6,4,1,2,3,1,1,2,2,1,0,0
59,1,2,1,11,2,4,6,1,3,2,2,1,2,3,2,11,0
59,1,2,1,11,3,6,4,1,2,3,4,2,1,1,7,3,0
59,1,2,1,11,4,4,6,1,3,2,4,1,1,1,0,2,0
60,1,2,1,12,1,7,4,0,2,3,1,1,3,2,1,0,0
60,1,2,1,12,2,4,7,0,3,2,2,1,3,2,1,11,0
60,1,2,1,12,3,7,4,0,2,3,4,1,2,2,5,10,0
60,1,2,1,12,4,4,7,0,3,2,4,1,2,1,7,1,0
60,1,2,1,12,5,7,4,0,2,3,4,1,1,1,0,2,0
61,1,2,1,13,1,5,7,1,3,2,1,1,3,5,1,0,0
61,1,2,1,13,2,7,5,1,2,3,2,1,2,2,9,10,0
61,1,2,1,13,3,5,7,1,3,2,4,2,1,1,7,1,0
61,1,2,1,13,4,7,5,1,2,3,4,1,1,1,8,2,0
61,1,2,1,13,5,5,7,1,3,2,4,2,3,3,9,13,0
61,1,2,1,13,6,7,5,1,2,3,4,2,2,1,8,6,0
61,1,2,1,13,7,5,7,1,3,2,4,1,2,1,8,1,0
61,1,2,1,13,8,7,5,1,2,3,4,1,1,1,0,2,0
62,1,2,1,14,1,6,7,1,3,2,1,1,2,4,2,0,0
62,1,2,1,14,2,7,6,1,2,3,2,2,1,1,7,4,0
62,1,2,1,14,3,6,7,1,3,2,4,2,1,1,7,6,0
62,1,2,1,14,4,7,6,1,2,3,4,2,1,1,9,6,0
62,1,2,1,14,5,6,7,1,3,2,4,2,1,1,9,6,0
62,1,2,1,14,6,7,6,1,2,3,4,2,2,1,0,6,0
63,1,2,1,15,1,7,7,0,2,3,1,1,3,4,1,0,0
63,1,2,1,15,2,7,7,0,3,2,2,2,2,1,8,4,0
63,1,2,1,15,3,7,7,0,2,3,4,1,2,1,0,1,0
64,1,2,1,16,1,7,8,0,2,3,1,1,3,4,1,0,0
64,1,2,1,16,2,8,7,0,3,2,2,2,2,1,9,4,0
64,1,2,1,16,3,7,8,0,2,3,4,2,2,1,8,6,0
64,1,2,1,16,4,8,7,0,3,2,4,2,2,1,8,6,0
64,1,2,1,16,5,7,8,0,2,3,4,1,1,1,0,2,0
65,1,2,1,17,1,9,7,0,3,2,1,1,3,4,4,0,0
65,1,2,1,17,2,7,9,0,2,3,2,1,2,1,9,1,0
65,1,2,1,17,3,9,7,0,3,2,4,2,1,3,0,13,0
66,1,2,1,18,1,9,8,0,3,2,1,1,1,4,9,0,0
66,1,2,1,18,2,8,9,0,2,3,2,2,3,1,7,6,0
66,1,2,1,18,3,9,8,0,3,2,4,1,1,1,0,1,0
67,1,2,1,19,1,9,9,1,2,3,1,1,3,5,1,0,0
67,1,2,1,19,2,9,9,1,3,2,2,2,1,1,0,4,0
68,1,2,1,20,1,10,9,0,2,3,1,1,3,5,1,0,0
68,1,2,1,20,2,9,10,0,3,2,2,2,2,1,7,4,0
68,1,2,1,20,3,10,9,0,2,3,4,1,3,1,0,14,0
69,1,2,1,21,1,10,10,0,3,2,1,1,3,5,1,0,0
69,1,2,1,21,2,10,10,0,2,3,2,2,1,1,9,4,0
69,1,2,1,21,3,10,10,0,3,2,4,2,3,1,0,13,0
70,1,2,1,22,1,11,10,0,2,3,1,1,1,4,9,0,0
70,1,2,1,22,2,10,11,0,3,2,2,2,1,1,7,1,0
70,1,2,1,22,3,11,10,0,2,3,4,0,0,0,0,0,0
71,1,2,1,23,1,11,11,1,3,2,1,1,3,5,2,0,0
71,1,2,1,23,2,11,11,1,2,3,2,2,3,2,1,11,0
71,1,2,1,23,3,11,11,1,3,2,4,1,3,2,1,11,0
71,1,2,1,23,4,11,11,1,2,3,4,2,2,2,9,10,0
71,1,2,1,23,5,11,11,1,3,2,4,2,2,1,9,1,0
71,1,2,1,23,6,11,11,1,2,3,4,2,2,1,9,6,0
71,1,2,1,23,7,11,11,1,3,2,4,2,2,1,9,6,0
71,1,2,1,23,8,11,11,1,2,3,4,2,1,1,7,6,0
71,1,2,1,23,9,11,11,1,3,2,4,1,1,1,9,2,0
71,1,2,1,23,10,11,11,1,2,3,4,2,1,3,0,13,0
72,1,2,1,24,1,11,12,0,2,3,1,1,2,4,1,0,0
72,1,2,1,24,2,12,11,0,3,2,2,2,1,1,9,4,0
72,1,2,1,24,3,11,12,0,2,3,4,2,1,1,0,6,0
73,1,2,2,1,1,0,0,0,2,3,1,1,2,5,4,0,0
73,1,2,2,1,2,0,0,0,3,2,2,2,2,1,9,4,0
73,1,2,2,1,3,0,0,0,2,3,4,2,1,1,7,1,0
73,1,2,2,1,4,0,0,0,3,2,4,1,1,1,9,2,0
73,1,2,2,1,5,0,0,0,2,3,4,1,1,1,7,2,0
73,1,2,2,1,6,0,0,0,3,2,4,1,1,1,9,2,0
73,1,2,2,1,7,0,0,0,2,3,4,2,3,3,0,13,0
74,1,2,2,2,1,0,1,1,2,3,1,1,2,3,1,0,0
74,1,2,2,2,2,1,0,1,3,2,2,1,1,2,0,10,0
75,1,2,2,3,1,1,1,1,3,2,1,1,1,5,3,0,0
75,1,2,2,3,2,1,1,1,2,3,2,2,3,2,0,10,0
76,1,2,2,4,1,2,1,0,3,2,1,1,3,5,1,0,0
76,1,2,2,4,2,1,2,0,2,3,2,1,1,2,9,10,0
76,1,2,2,4,3,2,1,0,3,2,4,2,1,1,0,1,0
77,1,2,2,5,1,2,2,0,2,3,1,1,2,2,1,0,0
77,1,2,2,5,2,2,2,0,3,2,2,1,3,2,1,11,0
77,1,2,2,5,3,2,2,0,2,3,4,1,1,2,9,10,0
77,1,2,2,5,4,2,2,0,3,2,4,2,3,1,8,1,0
77,1,2,2,5,5,2,2,0,2,3,4,1,1,1,0,2,0
78,1,2,2,6,1,2,3,1,2,3,1,1,1,2,1,0,0
78,1,2,2,6,2,3,2,1,3,2,2,2,2,2,4,10,0
78,1,2,2,6,3,2,3,1,2,3,4,1,1,1,9,1,0
78,1,2,2,6,4,3,2,1,3,2,4,2,1,3,7,13,0
78,1,2,2,6,5,2,3,1,2,3,4,1,1,1,9,2,0
78,1,2,2,6,6,3,2,1,3,2,4,1,1,1,8,2,0
78,1,2,2,6,7,2,3,1,2,3,4,1,1,1,9,2,0
78,1,2,2,6,8,3,2,1,3,2,4,2,1,1,0,2,0
79,1,2,2,7,1,3,3,1,3,2,1,1,1,5,1,0,0
79,1,2,2,7,2,3,3,1,2,3,2,2,2,2,1,10,0
79,1,2,2,7,3,3,3,1,3,2,4,1,2,2,4,10,0
79,1,2,2,7,4,3,3,1,2,3,4,1,1,1,9,1,0
79,1,2,2,7,5,3,3,1,3,2,4,2,1,3,8,13,0
79,1,2,2,7,6,3,3,1,2,3,4,0,0,0,0,0,0
80,1,2,2,8,1,4,3,1,3,2,1,1,3,5,1,0,0
80,1,2,2,8,2,3,4,1,2,3,2,2,1,1,9,4,0
80,1,2,2,8,3,4,3,1,3,2,4,2,1,1,7,6,0
80,1,2,2,8,4,3,4,1,2,3,4,0,0,0,0,0,0
81,1,2,2,9,1,3,5,1,2,3,1,1,2,2,1,0,0
81,1,2,2,9,2,5,3,1,3,2,2,1,3,2,1,11,0
81,1,2,2,9,3,3,5,1,2,3,4,1,2,2,5,10,0
81,1,2,2,9,4,5,3,1,3,2,4,1,1,1,0,1,0
82,1,2,2,10,1,4,5,1,2,3,1,1,3,3,1,0,0
82,1,2,2,10,2,5,4,1,3,2,2,2,1,1,7,4,0
82,1,2,2,10,3,4,5,1,2,3,4,1,2,1,5,2,0
82,1,2,2,10,4,5,4,1,3,2,4,2,2,3,8,13,0
82,1,2,2,10,5,4,5,1,2,3,4,1,1,1,9,1,0
82,1,2,2,10,6,5,4,1,3,2,4,1,1,1,0,2,0
83,1,2,2,11,1,5,5,1,3,2,1,1,2,5,3,0,0
83,1,2,2,11,2,5,5,1,2,3,2,2,1,1,7,4,0
83,1,2,2,11,3,5,5,1,3,2,4,1,1,1,8,2,0
83,1,2,2,11,4,5,5,1,2,3,4,1,1,1,0,2,0
84,1,2,2,12,1,6,5,1,3,2,1,1,3,2,5,0,0
84,1,2,2,12,2,5,6,1,2,3,2,1,1,1,9,1,0
84,1,2,2,12,3,6,5,1,3,2,4,2,1,3,9,13,0
84,1,2,2,12,4,5,6,1,2,3,4,2,1,1,0,6,0
85,1,2,2,13,1,5,7,0,2,3,1,1,2,2,3,0,0
85,1,2,2,13,2,7,5,0,3,2,2,2,3,2,1,11,0
85,1,2,2,13,3,5,7,0,2,3,4,1,3,1,9,7,0
85,1,2,2,13,4,7,5,0,3,2,4,1,1,1,7,1,0
85,1,2,2,13,5,5,7,0,2,3,4,1,1,1,0,2,0
86,1,2,2,14,1,5,8,1,2,3,1,1,2,2,1,0,0
86,1,2,2,14,2,8,5,1,3,2,2,1,3,2,4,7,0
86,1,2,2,14,3,5,8,1,2,3,4,1,1,1,9,1,0
86,1,2,2,14,4,8,5,1,3,2,4,2,1,3,0,6,0
87,1,2,2,15,1,8,6,1,3,2,1,1,2,2,5,0,0
87,1,2,2,15,2,6,8,1,2,3,2,2,1,1,8,4,0
87,1,2,2,15,3,8,6,1,3,2,4,1,1,1,9,2,0
87,1,2,2,15,4,6,8,1,2,3,4,2,1,1,0,6,0
88,1,2,2,16,1,9,6,1,3,2,1,1,2,3,1,0,0
88,1,2,2,16,2,6,9,1,2,3,2,1,3,2,3,11,0
88,1,2,2,16,3,9,6,1,3,2,4,2,2,2,9,10,0
88,1,2,2,16,4,6,9,1,2,3,4,2,1,1,0,1,0
89,1,2,2,17,1,6,10,1,2,3,1,1,2,2,1,0,0
